Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[828/2517] actioncliptrain00018: frames=352, subjects=5, fps=24.995 (ffprobe:actioncliptrain00018.avi), written=352
[829/2517] actioncliptrain00024: frames=104, subjects=5, fps=24.995 (ffprobe:actioncliptrain00024.avi), written=104
[830/2517] actioncliptrain00014: frames=562, subjects=5, fps=24.995 (ffprobe:actioncliptrain00014.avi), written=562
[831/2517] actioncliptrain00022: frames=124, subjects=5, fps=24.995 (ffprobe:actioncliptrain00022.avi), written=124
[832/2517] actioncliptrain00023: frames=145, subjects=5, fps=24.995 (ffprobe:actioncliptrain00023.avi), written=145
[833/2517] actioncliptrain00004: frames=961, subjects=5, fps=24.995 (ffprobe:actioncliptrain00004.avi), written=961
[834/2517] actioncliptrain00028: frames=211, subjects=5, fps=24.995 (ffprobe:actioncliptrain00028.avi), written=211
[835/2517] actioncliptrain00030: frames=136, subjects=5, fps=24.995 (ffprobe:actioncliptrain00030.avi), written=136
[836/2517] actioncliptrain00032: frames=136, subjects=5, fps=24.995 (ffprobe:actioncliptrain00032.avi), written=136
[837/2517] actioncliptrain00031: frames=231, subjects=5, fps=24.995 (ffprobe:actioncliptrain00031.avi), written=231
[838/2517] actioncliptrain00025: frames=570, subjects=5, fps=24.995 (ffprobe:actioncliptrain00025.avi), written=570
[839/2517] actioncliptrain00010: frames=1142, subjects=5, fps=24.995 (ffprobe:actioncliptrain00010.avi), written=1142
[840/2517] actioncliptrain00029: frames=523, subjects=5, fps=24.995 (ffprobe:actioncliptrain00029.avi), written=523
[841/2517] actioncliptrain00026: frames=605, subjects=5, fps=24.995 (ffprobe:actioncliptrain00026.avi), written=605
[842/2517] actioncliptrain00034: frames=222, subjects=5, fps=24.995 (ffprobe:actioncliptrain00034.avi), written=222
[843/2517] actioncliptrain00038: frames=69, subjects=5, fps=24.995 (ffprobe:actioncliptrain00038.avi), written=69
[844/2517] actioncliptrain00037: frames=71, subjects=5, fps=24.995 (ffprobe:actioncliptrain00037.avi), written=71
[845/2517] actioncliptrain00035: frames=179, subjects=5, fps=24.995 (ffprobe:actioncliptrain00035.avi), written=179
[846/2517] actioncliptrain00039: frames=176, subjects=5, fps=24.995 (ffprobe:actioncliptrain00039.avi), written=176
[847/2517] actioncliptrain00036: frames=294, subjects=4, fps=24.995 (ffprobe:actioncliptrain00036.avi), written=294
[848/2517] actioncliptrain00040: frames=198, subjects=5, fps=24.995 (ffprobe:actioncliptrain00040.avi), written=198
[849/2517] actioncliptrain00027: frames=777, subjects=5, fps=24.995 (ffprobe:actioncliptrain00027.avi), written=777
[850/2517] actioncliptrain00042: frames=295, subjects=5, fps=24.995 (ffprobe:actioncliptrain00042.avi), written=295
[851/2517] actioncliptrain00045: frames=131, subjects=4, fps=25 (ffprobe:actioncliptrain00045.avi), written=131
[852/2517] actioncliptrain00044: frames=144, subjects=5, fps=25 (ffprobe:actioncliptrain00044.avi), written=144
[853/2517] actioncliptrain00033: frames=766, subjects=5, fps=24.995 (ffprobe:actioncliptrain00033.avi), written=766
[854/2517] actioncliptrain00050: frames=69, subjects=5, fps=25 (ffprobe:actioncliptrain00050.avi), written=69
[855/2517] actioncliptrain00049: frames=92, subjects=5, fps=25 (ffprobe:actioncliptrain00049.avi), written=92
[856/2517] actioncliptrain00048: frames=101, subjects=5, fps=25 (ffprobe:actioncliptrain00048.avi), written=101
[857/2517] actioncliptrain00047: frames=184, subjects=4, fps=25 (ffprobe:actioncliptrain00047.avi), written=184
[858/2517] actioncliptrain00043: frames=460, subjects=5, fps=24.995 (ffprobe:actioncliptrain00043.avi), written=460
[859/2517] actioncliptrain00052: frames=103, subjects=5, fps=25 (ffprobe:actioncliptrain00052.avi), written=103
[860/2517] actioncliptrain00056: frames=115, subjects=5, fps=23.976 (ffprobe:actioncliptrain00056.avi), written=115
[861/2517] actioncliptrain00046: frames=345, subjects=5, fps=25 (ffprobe:actioncliptrain00046.avi), written=345
[862/2517] actioncliptrain00057: frames=185, subjects=5, fps=23.976 (ffprobe:actioncliptrain00057.avi), written=185
[863/2517] actioncliptrain00051: frames=249, subjects=5, fps=25 (ffprobe:actioncliptrain00051.avi), written=249
[864/2517] actioncliptrain00059: frames=159, subjects=5, fps=23.976 (ffprobe:actioncliptrain00059.avi), written=159
[865/2517] actioncliptrain00041: frames=1166, subjects=4, fps=24.995 (ffprobe:actioncliptrain00041.avi), written=1166
[866/2517] actioncliptrain00054: frames=207, subjects=5, fps=25 (ffprobe:actioncliptrain00054.avi), written=207
[867/2517] actioncliptrain00061: frames=148, subjects=5, fps=23.976 (ffprobe:actioncliptrain00061.avi), written=148
[868/2517] actioncliptrain00058: frames=432, subjects=5, fps=23.976 (ffprobe:actioncliptrain00058.avi), written=432
[869/2517] actioncliptrain00055: frames=510, subjects=5, fps=25 (ffprobe:actioncliptrain00055.avi), written=510
[870/2517] actioncliptrain00065: frames=139, subjects=5, fps=23.976 (ffprobe:actioncliptrain00065.avi), written=139
[871/2517] actioncliptrain00064: frames=225, subjects=5, fps=23.976 (ffprobe:actioncliptrain00064.avi), written=225
[872/2517] actioncliptrain00053: frames=436, subjects=5, fps=25 (ffprobe:actioncliptrain00053.avi), written=436
[873/2517] actioncliptrain00066: frames=116, subjects=5, fps=23.976 (ffprobe:actioncliptrain00066.avi), written=116
[874/2517] actioncliptrain00067: frames=167, subjects=5, fps=23.976 (ffprobe:actioncliptrain00067.avi), written=167
[875/2517] actioncliptrain00069: frames=183, subjects=4, fps=23.976 (ffprobe:actioncliptrain00069.avi), written=183
[876/2517] actioncliptrain00070: frames=175, subjects=5, fps=23.976 (ffprobe:actioncliptrain00070.avi), written=175
[877/2517] actioncliptrain00071: frames=190, subjects=5, fps=23.976 (ffprobe:actioncliptrain00071.avi), written=190
[878/2517] actioncliptrain00068: frames=306, subjects=5, fps=23.976 (ffprobe:actioncliptrain00068.avi), written=306
[879/2517] actioncliptrain00073: frames=155, subjects=5, fps=23.976 (ffprobe:actioncliptrain00073.avi), written=155
[880/2517] actioncliptrain00074: frames=159, subjects=5, fps=23.976 (ffprobe:actioncliptrain00074.avi), written=159
[881/2517] actioncliptrain00072: frames=270, subjects=5, fps=23.976 (ffprobe:actioncliptrain00072.avi), written=270
[882/2517] actioncliptrain00060: frames=706, subjects=5, fps=23.976 (ffprobe:actioncliptrain00060.avi), written=706
[883/2517] actioncliptrain00063: frames=680, subjects=5, fps=23.976 (ffprobe:actioncliptrain00063.avi), written=680
[884/2517] actioncliptrain00076: frames=209, subjects=5, fps=23.976 (ffprobe:actioncliptrain00076.avi), written=209
[885/2517] actioncliptrain00080: frames=96, subjects=5, fps=23.976 (ffprobe:actioncliptrain00080.avi), written=96
[886/2517] actioncliptrain00077: frames=225, subjects=5, fps=23.976 (ffprobe:actioncliptrain00077.avi), written=225
[887/2517] actioncliptrain00062: frames=918, subjects=4, fps=23.976 (ffprobe:actioncliptrain00062.avi), written=918
[888/2517] actioncliptrain00084: frames=157, subjects=5, fps=23.976 (ffprobe:actioncliptrain00084.avi), written=157
[889/2517] actioncliptrain00083: frames=280, subjects=4, fps=23.976 (ffprobe:actioncliptrain00083.avi), written=280
[890/2517] actioncliptrain00082: frames=327, subjects=4, fps=23.976 (ffprobe:actioncliptrain00082.avi), written=327
[891/2517] actioncliptrain00081: frames=409, subjects=5, fps=23.976 (ffprobe:actioncliptrain00081.avi), written=409
[892/2517] actioncliptrain00086: frames=223, subjects=5, fps=23.976 (ffprobe:actioncliptrain00086.avi), written=223
[893/2517] actioncliptrain00075: frames=771, subjects=5, fps=23.976 (ffprobe:actioncliptrain00075.avi), written=771
[894/2517] actioncliptrain00087: frames=231, subjects=5, fps=23.976 (ffprobe:actioncliptrain00087.avi), written=231
[895/2517] actioncliptrain00088: frames=245, subjects=5, fps=23.976 (ffprobe:actioncliptrain00088.avi), written=245
[896/2517] actioncliptrain00089: frames=136, subjects=5, fps=23.976 (ffprobe:actioncliptrain00089.avi), written=136
[897/2517] actioncliptrain00094: frames=149, subjects=5, fps=23.976 (ffprobe:actioncliptrain00094.avi), written=149
[898/2517] actioncliptrain00085: frames=562, subjects=4, fps=23.976 (ffprobe:actioncliptrain00085.avi), written=562
[899/2517] actioncliptrain00091: frames=219, subjects=5, fps=23.976 (ffprobe:actioncliptrain00091.avi), written=219
[900/2517] actioncliptrain00095: frames=111, subjects=5, fps=23.976 (ffprobe:actioncliptrain00095.avi), written=111
[901/2517] actioncliptrain00090: frames=352, subjects=5, fps=23.976 (ffprobe:actioncliptrain00090.avi), written=352
[902/2517] actioncliptrain00096: frames=131, subjects=5, fps=23.976 (ffprobe:actioncliptrain00096.avi), written=131
[903/2517] actioncliptrain00093: frames=366, subjects=5, fps=23.976 (ffprobe:actioncliptrain00093.avi), written=366
[904/2517] actioncliptrain00097: frames=243, subjects=4, fps=23.976 (ffprobe:actioncliptrain00097.avi), written=243
[905/2517] actioncliptrain00099: frames=118, subjects=5, fps=23.976 (ffprobe:actioncliptrain00099.avi), written=118
[906/2517] actioncliptrain00098: frames=162, subjects=4, fps=23.976 (ffprobe:actioncliptrain00098.avi), written=162
[907/2517] actioncliptrain00100: frames=157, subjects=4, fps=23.976 (ffprobe:actioncliptrain00100.avi), written=157
[908/2517] actioncliptrain00078: frames=1031, subjects=5, fps=23.976 (ffprobe:actioncliptrain00078.avi), written=1031
[909/2517] actioncliptrain00104: frames=94, subjects=5, fps=23.976 (ffprobe:actioncliptrain00104.avi), written=94
[910/2517] actioncliptrain00101: frames=137, subjects=5, fps=23.976 (ffprobe:actioncliptrain00101.avi), written=137
[911/2517] actioncliptrain00102: frames=114, subjects=5, fps=23.976 (ffprobe:actioncliptrain00102.avi), written=114
[912/2517] actioncliptrain00103: frames=150, subjects=5, fps=23.976 (ffprobe:actioncliptrain00103.avi), written=150
[913/2517] actioncliptrain00106: frames=126, subjects=5, fps=25 (ffprobe:actioncliptrain00106.avi), written=126
[914/2517] actioncliptrain00105: frames=194, subjects=4, fps=23.976 (ffprobe:actioncliptrain00105.avi), written=194
[915/2517] actioncliptrain00108: frames=123, subjects=5, fps=25 (ffprobe:actioncliptrain00108.avi), written=123
[916/2517] actioncliptrain00109: frames=127, subjects=5, fps=25 (ffprobe:actioncliptrain00109.avi), written=127
[917/2517] actioncliptrain00110: frames=187, subjects=5, fps=25 (ffprobe:actioncliptrain00110.avi), written=187
[918/2517] actioncliptrain00079: frames=1249, subjects=5, fps=23.976 (ffprobe:actioncliptrain00079.avi), written=1249
[919/2517] actioncliptrain00113: frames=185, subjects=5, fps=25 (ffprobe:actioncliptrain00113.avi), written=185
[920/2517] actioncliptrain00112: frames=171, subjects=5, fps=25 (ffprobe:actioncliptrain00112.avi), written=171
[921/2517] actioncliptrain00116: frames=67, subjects=5, fps=25 (ffprobe:actioncliptrain00116.avi), written=67
[922/2517] actioncliptrain00092: frames=1006, subjects=5, fps=23.976 (ffprobe:actioncliptrain00092.avi), written=1006
[923/2517] actioncliptrain00114: frames=218, subjects=5, fps=25 (ffprobe:actioncliptrain00114.avi), written=218
[924/2517] actioncliptrain00107: frames=359, subjects=5, fps=25 (ffprobe:actioncliptrain00107.avi), written=359
[925/2517] actioncliptrain00119: frames=117, subjects=5, fps=25 (ffprobe:actioncliptrain00119.avi), written=117
[926/2517] actioncliptrain00122: frames=141, subjects=5, fps=25 (ffprobe:actioncliptrain00122.avi), written=141
[927/2517] actioncliptrain00121: frames=141, subjects=5, fps=25 (ffprobe:actioncliptrain00121.avi), written=141
[928/2517] actioncliptrain00115: frames=305, subjects=5, fps=25 (ffprobe:actioncliptrain00115.avi), written=305
[929/2517] actioncliptrain00117: frames=225, subjects=5, fps=25 (ffprobe:actioncliptrain00117.avi), written=225
[930/2517] actioncliptrain00118: frames=296, subjects=5, fps=25 (ffprobe:actioncliptrain00118.avi), written=296
[931/2517] actioncliptrain00120: frames=257, subjects=5, fps=25 (ffprobe:actioncliptrain00120.avi), written=257
[932/2517] actioncliptrain00123: frames=229, subjects=5, fps=25 (ffprobe:actioncliptrain00123.avi), written=229
[933/2517] actioncliptrain00126: frames=163, subjects=5, fps=25 (ffprobe:actioncliptrain00126.avi), written=163
[934/2517] actioncliptrain00130: frames=117, subjects=4, fps=25 (ffprobe:actioncliptrain00130.avi), written=117
[935/2517] actioncliptrain00125: frames=287, subjects=5, fps=25 (ffprobe:actioncliptrain00125.avi), written=287
[936/2517] actioncliptrain00129: frames=210, subjects=5, fps=25 (ffprobe:actioncliptrain00129.avi), written=210
[937/2517] actioncliptrain00124: frames=331, subjects=5, fps=25 (ffprobe:actioncliptrain00124.avi), written=331
[938/2517] actioncliptrain00132: frames=117, subjects=5, fps=25 (ffprobe:actioncliptrain00132.avi), written=117
[939/2517] actioncliptrain00127: frames=332, subjects=5, fps=25 (ffprobe:actioncliptrain00127.avi), written=332
[940/2517] actioncliptrain00128: frames=272, subjects=5, fps=25 (ffprobe:actioncliptrain00128.avi), written=272
[941/2517] actioncliptrain00111: frames=893, subjects=5, fps=25 (ffprobe:actioncliptrain00111.avi), written=893
[942/2517] actioncliptrain00136: frames=112, subjects=5, fps=25 (ffprobe:actioncliptrain00136.avi), written=112
[943/2517] actioncliptrain00135: frames=202, subjects=5, fps=25 (ffprobe:actioncliptrain00135.avi), written=202
[944/2517] actioncliptrain00137: frames=194, subjects=5, fps=25 (ffprobe:actioncliptrain00137.avi), written=194
[945/2517] actioncliptrain00139: frames=116, subjects=5, fps=25 (ffprobe:actioncliptrain00139.avi), written=116
[946/2517] actioncliptrain00138: frames=231, subjects=5, fps=25 (ffprobe:actioncliptrain00138.avi), written=231
[947/2517] actioncliptrain00134: frames=290, subjects=5, fps=25 (ffprobe:actioncliptrain00134.avi), written=290
[948/2517] actioncliptrain00143: frames=130, subjects=5, fps=23.976 (ffprobe:actioncliptrain00143.avi), written=130
[949/2517] actioncliptrain00141: frames=229, subjects=5, fps=23.976 (ffprobe:actioncliptrain00141.avi), written=229
[950/2517] actioncliptrain00133: frames=462, subjects=5, fps=25 (ffprobe:actioncliptrain00133.avi), written=462
[951/2517] actioncliptrain00142: frames=233, subjects=4, fps=23.976 (ffprobe:actioncliptrain00142.avi), written=233
[952/2517] actioncliptrain00145: frames=161, subjects=5, fps=23.976 (ffprobe:actioncliptrain00145.avi), written=161
[953/2517] actioncliptrain00144: frames=168, subjects=5, fps=23.976 (ffprobe:actioncliptrain00144.avi), written=168
[954/2517] actioncliptrain00131: frames=618, subjects=4, fps=25 (ffprobe:actioncliptrain00131.avi), written=618
[955/2517] actioncliptrain00140: frames=394, subjects=5, fps=23.976 (ffprobe:actioncliptrain00140.avi), written=394
[956/2517] actioncliptrain00146: frames=184, subjects=5, fps=23.976 (ffprobe:actioncliptrain00146.avi), written=184
[957/2517] actioncliptrain00148: frames=166, subjects=4, fps=23.976 (ffprobe:actioncliptrain00148.avi), written=166
[958/2517] actioncliptrain00149: frames=185, subjects=5, fps=25 (ffprobe:actioncliptrain00149.avi), written=185
[959/2517] actioncliptrain00147: frames=234, subjects=5, fps=23.976 (ffprobe:actioncliptrain00147.avi), written=234
[960/2517] actioncliptrain00152: frames=156, subjects=5, fps=25 (ffprobe:actioncliptrain00152.avi), written=156
[961/2517] actioncliptrain00153: frames=151, subjects=5, fps=25 (ffprobe:actioncliptrain00153.avi), written=151
[962/2517] actioncliptrain00150: frames=210, subjects=5, fps=25 (ffprobe:actioncliptrain00150.avi), written=210
[963/2517] actioncliptrain00157: frames=65, subjects=5, fps=25 (ffprobe:actioncliptrain00157.avi), written=65
[964/2517] actioncliptrain00151: frames=231, subjects=5, fps=25 (ffprobe:actioncliptrain00151.avi), written=231
[965/2517] actioncliptrain00158: frames=76, subjects=5, fps=25 (ffprobe:actioncliptrain00158.avi), written=76
[966/2517] actioncliptrain00155: frames=159, subjects=5, fps=25 (ffprobe:actioncliptrain00155.avi), written=159
[967/2517] actioncliptrain00154: frames=184, subjects=5, fps=25 (ffprobe:actioncliptrain00154.avi), written=184
[968/2517] actioncliptrain00156: frames=161, subjects=4, fps=25 (ffprobe:actioncliptrain00156.avi), written=161
[969/2517] actioncliptrain00160: frames=136, subjects=5, fps=25 (ffprobe:actioncliptrain00160.avi), written=136
[970/2517] actioncliptrain00159: frames=175, subjects=4, fps=25 (ffprobe:actioncliptrain00159.avi), written=175
[971/2517] actioncliptrain00166: frames=135, subjects=5, fps=25 (ffprobe:actioncliptrain00166.avi), written=135
